Entry	Entry name	Protein names
P11766	ADHX_HUMAN	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)
Q15847	ADIRF_HUMAN	Adipogenesis regulatory factor (Adipogenesis factor rich in obesity) (Adipose most abundant gene transcript 2 protein) (Adipose-specific protein 2) (apM-2)
P55263	ADK_HUMAN	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)
Q9H2P0	ADNP_HUMAN	Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)
Q9BRR6	ADPGK_HUMAN	ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35)
Q9NRN7	ADPPT_HUMAN	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC 2.7.8.-) (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT) (LYS5 ortholog)
Q96A54	PAQR1_HUMAN	Adiponectin receptor protein 1 (Progestin and adipoQ receptor family member 1) (Progestin and adipoQ receptor family member I)
Q16186	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)
P22570	ADRO_HUMAN	NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)
Q9Y6U3	ADSV_HUMAN	Adseverin (Scinderin)
P12235	ADT1_HUMAN	ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)
P05141	ADT2_HUMAN	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]
P12236	ADT3_HUMAN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]
P10109	ADX_HUMAN	Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1) (Hepatoredoxin)
Q96SZ5	AEDO_HUMAN	2-aminoethanethiol dioxygenase (EC 1.13.11.19) (Cysteamine dioxygenase)
Q08117	AES_HUMAN	Amino-terminal enhancer of split (Amino enhancer of split) (Gp130-associated protein GAM) (Grg-5) (Groucho-related protein 5) (Protein ESP1) (Protein GRG)
P55196	AFAD_HUMAN	Afadin (ALL1-fused gene from chromosome 6 protein) (Protein AF-6) (Afadin adherens junction formation factor)
Q8N556	AFAP1_HUMAN	Actin filament-associated protein 1 (110 kDa actin filament-associated protein) (AFAP-110)
Q9UHB7	AFF4_HUMAN	AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)
Q9Y4W6	AFG32_HUMAN	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)
Q6ULP2	AFTIN_HUMAN	Aftiphilin
Q5BKT4	AG10A_HUMAN	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-A) (Asparagine-linked glycosylation protein 10 homolog A)
P06280	AGAL_HUMAN	Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Melibiase) (Agalsidase)
Q9UPQ3	AGAP1_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)
Q96P47	AGAP3_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)
P52594	AGFG1_HUMAN	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)
O95081	AGFG2_HUMAN	Arf-GAP domain and FG repeat-containing protein 2 (HIV-1 Rev-binding protein-like protein) (Rev/Rex activation domain-binding protein related) (RAB-R)
Q8N302	AGGF1_HUMAN	Angiogenic factor with G patch and FHA domains 1 (Angiogenic factor VG5Q) (hVG5Q) (G patch domain-containing protein 7) (Vasculogenesis gene on 5q protein)
Q53H12	AGK_HUMAN	Acylglycerol kinase, mitochondrial (hAGK) (EC 2.7.1.107) (EC 2.7.1.94) (Multiple substrate lipid kinase) (HsMuLK) (MuLK) (Multi-substrate lipid kinase)
O95394	AGM1_HUMAN	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3)
Q9UL18	AGO1_HUMAN	Protein argonaute-1 (Argonaute1) (hAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Putative RNA-binding protein Q99)
Q9UKV8	AGO2_HUMAN	Protein argonaute-2 (Argonaute2) (hAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (PAZ Piwi domain protein) (PPD) (Protein slicer)
Q9H9G7	AGO3_HUMAN	Protein argonaute-3 (Argonaute3) (hAgo3) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)
O95994	AGR2_HUMAN	Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog)
Q8TD06	AGR3_HUMAN	Anterior gradient protein 3 (AG-3) (AG3) (hAG-3) (Anterior gradient 3 homolog) (Breast cancer membrane protein 11) (Protein disulfide isomerase family A, member 18)
O00468	AGRIN_HUMAN	Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]
Q5TGY3	AHDC1_HUMAN	AT-hook DNA-binding motif-containing protein 1
Q8IVF2	AHNK2_HUMAN	Protein AHNAK2
Q09666	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK (Desmoyokin)
P35869	AHR_HUMAN	Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76)
O95433	AHSA1_HUMAN	Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38)
Q96BJ3	AIDA_HUMAN	Axin interactor, dorsalization-associated protein (Axin interaction partner and dorsalization antagonist)
Q9BQI0	AIF1L_HUMAN	Allograft inflammatory factor 1-like (Ionized calcium-binding adapter molecule 2)
O95831	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial (EC 1.1.1.-) (Programmed cell death protein 8)
Q9BRQ8	AIFM2_HUMAN	Apoptosis-inducing factor 2 (EC 1.-.-.-) (Apoptosis-inducing factor homologous mitochondrion-associated inducer of death) (Apoptosis-inducing factor-like mitochondrion-associated inducer of death) (p53-responsive gene 3 protein)
Q9Y4K1	CRBG1_HUMAN	Beta/gamma crystallin domain-containing protein 1 (Absent in melanoma 1 protein)
Q12904	AIMP1_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]
Q13155	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)
O00170	AIP_HUMAN	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)
Q96IF1	AJUBA_HUMAN	LIM domain-containing protein ajuba
Q02040	AK17A_HUMAN	A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)
P14550	AK1A1_HUMAN	Alcohol dehydrogenase [NADP(+)] (EC 1.1.1.2) (Aldehyde reductase) (Aldo-keto reductase family 1 member A1)
O60218	AK1BA_HUMAN	Aldo-keto reductase family 1 member B10 (EC 1.1.1.-) (ARL-1) (Aldose reductase-like) (Aldose reductase-related protein) (ARP) (hARP) (Small intestine reductase) (SI reductase)
P52895	AK1C2_HUMAN	Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357)
P42330	AK1C3_HUMAN	Aldo-keto reductase family 1 member C3 (EC 1.-.-.-) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Indanol dehydrogenase) (EC 1.1.1.112) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239) (EC 1.1.1.64) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20)
O43572	AKA10_HUMAN	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)
Q9UKA4	AKA11_HUMAN	A-kinase anchor protein 11 (AKAP-11) (A-kinase anchor protein 220 kDa) (AKAP 220) (hAKAP220) (Protein kinase A-anchoring protein 11) (PRKA11)
Q92667	AKAP1_HUMAN	A-kinase anchor protein 1, mitochondrial (A-kinase anchor protein 149 kDa) (AKAP 149) (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein 84) (S-AKAP84)
O43823	AKAP8_HUMAN	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)
Q99996	AKAP9_HUMAN	A-kinase anchor protein 9 (AKAP-9) (A-kinase anchor protein 350 kDa) (AKAP 350) (hgAKAP 350) (A-kinase anchor protein 450 kDa) (AKAP 450) (AKAP 120-like protein) (Centrosome- and Golgi-localized PKN-associated protein) (CG-NAP) (Protein hyperion) (Protein kinase A-anchoring protein 9) (PRKA9) (Protein yotiao)
Q9P2G1	AKIB1_HUMAN	Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)
Q12802	AKP13_HUMAN	A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc) (Breast cancer nuclear receptor-binding auxiliary protein) (Guanine nucleotide exchange factor Lbc) (Human thyroid-anchoring protein 31) (Lymphoid blast crisis oncogene) (LBC oncogene) (Non-oncogenic Rho GTPase-specific GTP exchange factor) (Protein kinase A-anchoring protein 13) (PRKA13) (p47)
Q9ULX6	AKP8L_HUMAN	A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95)
P31749	AKT1_HUMAN	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)
P31751	AKT2_HUMAN	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta)
Q9H8T0	AKTIP_HUMAN	AKT-interacting protein (Ft1) (Fused toes protein homolog)
Q96B36	AKTS1_HUMAN	Proline-rich AKT1 substrate 1 (40 kDa proline-rich AKT substrate)
P00352	AL1A1_HUMAN	Retinal dehydrogenase 1 (RALDH 1) (RalDH1) (EC 1.2.1.-) (EC 1.2.1.36) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic)
P47895	AL1A3_HUMAN	Aldehyde dehydrogenase family 1 member A3 (EC 1.2.1.5) (Aldehyde dehydrogenase 6) (Retinaldehyde dehydrogenase 3) (RALDH-3) (RalDH3)
P30837	AL1B1_HUMAN	Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase 5) (Aldehyde dehydrogenase family 1 member B1)
Q3SY69	AL1L2_HUMAN	Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2)
P30838	AL3A1_HUMAN	Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (ALDHIII) (Aldehyde dehydrogenase 3) (Aldehyde dehydrogenase family 3 member A1)
P51648	AL3A2_HUMAN	Fatty aldehyde dehydrogenase (EC 1.2.1.3) (Aldehyde dehydrogenase 10) (Aldehyde dehydrogenase family 3 member A2) (Microsomal aldehyde dehydrogenase)
P43353	AL3B1_HUMAN	Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.5) (Aldehyde dehydrogenase 7)
P30038	AL4A1_HUMAN	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)
P49419	AL7A1_HUMAN	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)
P49189	AL9A1_HUMAN	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]
Q8TD30	ALAT2_HUMAN	Alanine aminotransferase 2 (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2)
P05091	ALDH2_HUMAN	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)
P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)
P09972	ALDOC_HUMAN	Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase)
P15121	ALDR_HUMAN	Aldose reductase (AR) (EC 1.1.1.21) (Aldehyde reductase) (Aldo-keto reductase family 1 member B1)
Q2TAA5	ALG11_HUMAN	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)
Q9NP73	ALG13_HUMAN	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog)
Q96F25	ALG14_HUMAN	UDP-N-acetylglucosamine transferase subunit ALG14 homolog
Q9BT22	ALG1_HUMAN	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase) (Mannosyltransferase-1) (MT-1) (hMat-1)
Q9H553	ALG2_HUMAN	Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)
Q92685	ALG3_HUMAN	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Asparagine-linked glycosylation protein 3 homolog) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase) (Dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase) (Not56-like protein)
Q9Y673	ALG5_HUMAN	Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog)
Q9H6U8	ALG9_HUMAN	Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9 homolog) (Disrupted in bipolar disorder protein 1) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)
Q9NXW9	ALKB4_HUMAN	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 4)
Q6P6C2	ALKB5_HUMAN	RNA demethylase ALKBH5 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5)
Q9BT30	ALKB7_HUMAN	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 7) (Spermatogenesis cell proliferation-related protein) (Spermatogenesis-associated protein 11)
Q8TCU4	ALMS1_HUMAN	Alstrom syndrome protein 1
P55789	ALR_HUMAN	FAD-linked sulfhydryl oxidase ALR (EC 1.8.3.2) (Augmenter of liver regeneration) (hERV1) (Hepatopoietin)
Q96Q42	ALS2_HUMAN	Alsin (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 6 protein) (Amyotrophic lateral sclerosis 2 protein)
Q9UHK6	AMACR_HUMAN	Alpha-methylacyl-CoA racemase (EC 5.1.99.4) (2-methylacyl-CoA racemase)
P19021	AMD_HUMAN	Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]
Q9UKV5	AMFR_HUMAN	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.27) (Autocrine motility factor receptor) (AMF receptor) (RING finger protein 45) (RING-type E3 ubiquitin transferase AMFR) (gp78)
Q8IY63	AMOL1_HUMAN	Angiomotin-like protein 1
Q9Y2J4	AMOL2_HUMAN	Angiomotin-like protein 2 (Leman coiled-coil protein) (LCCP)
Q9H4A4	AMPB_HUMAN	Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase)
Q01433	AMPD2_HUMAN	AMP deaminase 2 (EC 3.5.4.6) (AMP deaminase isoform L)
P28838	AMPL_HUMAN	Cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)
P15144	AMPN_HUMAN	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)
Q9C0C7	AMRA1_HUMAN	Activating molecule in BECN1-regulated autophagy protein 1
P30533	AMRP_HUMAN	Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP)
Q86W34	AMZ2_HUMAN	Archaemetzincin-2 (EC 3.4.-.-) (Archeobacterial metalloproteinase-like protein 2)
Q8IZ07	AN13A_HUMAN	Ankyrin repeat domain-containing protein 13A (Protein KE03)
Q6ZTN6	AN13D_HUMAN	Ankyrin repeat domain-containing protein 13D
P39687	AN32A_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI)
Q92688	AN32B_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29)
Q9BTT0	AN32E_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L)
P54802	ANAG_HUMAN	Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form]
Q9UJX6	ANC2_HUMAN	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)
Q9P2R3	ANFY1_HUMAN	Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)
Q5VTE6	ANGE2_HUMAN	Protein angel homolog 2
Q01484	ANK2_HUMAN	Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin)
Q12955	ANK3_HUMAN	Ankyrin-3 (ANK-3) (Ankyrin-G)
Q86XL3	ANKL2_HUMAN	Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4)
Q8IV38	ANKY2_HUMAN	Ankyrin repeat and MYND domain-containing protein 2
Q9H8Y5	ANKZ1_HUMAN	Ankyrin repeat and zinc finger domain-containing protein 1 (Zinc finger protein 744)
Q9NQW6	ANLN_HUMAN	Anillin
Q99873	ANM1_HUMAN	Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4)
O60678	ANM3_HUMAN	Protein arginine N-methyltransferase 3 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)
O14744	ANM5_HUMAN	Protein arginine N-methyltransferase 5 (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]
Q9NVM4	ANM7_HUMAN	Protein arginine N-methyltransferase 7 (EC 2.1.1.321) (Histone-arginine N-methyltransferase PRMT7) ([Myelin basic protein]-arginine N-methyltransferase PRMT7)
Q9NW15	ANO10_HUMAN	Anoctamin-10 (Transmembrane protein 16K)
Q4KMQ2	ANO6_HUMAN	Anoctamin-6 (Small-conductance calcium-activated nonselective cation channel) (SCAN channel) (Transmembrane protein 16F)
Q9HCE9	ANO8_HUMAN	Anoctamin-8 (Transmembrane protein 16H)
Q6UB99	ANR11_HUMAN	Ankyrin repeat domain-containing protein 11 (Ankyrin repeat-containing cofactor 1)
Q6P6B7	ANR16_HUMAN	Ankyrin repeat domain-containing protein 16
O75179	ANR17_HUMAN	Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)
O15084	ANR28_HUMAN	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK)
Q9ULJ7	ANR50_HUMAN	Ankyrin repeat domain-containing protein 50
Q8NB46	ANR52_HUMAN	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C (PP6-ARS-C) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-C) (Ankyrin repeat domain-containing protein 52)
